name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
Mystery P.I.™ - The New York Fortune,2009-01-28,0.50962,SpinTop Games,"PopCap Games, Inc.",windows,-0.51125,Single-player,Casual,Casual;Hidden Object,-0.70668,-0.59091,-0.60461,-0.60557,-0.60643,20000-50000,-0.39865,10.0,3570
The Wizard's Pen™,2009-02-18,0.50962,"PopCap Games, Inc.","PopCap Games, Inc.",windows,-0.51125,Single-player,Casual,Casual;Hidden Object,-0.70668,-0.58675,-0.61048,-0.60557,-0.60643,20000-50000,-0.39865,10.0,3580
Plants vs. Zombies GOTY Edition,2009-05-05,0.50962,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,-0.51125,Single-player;Steam Achievements,Strategy,Tower Defense;Zombies;Strategy,-0.37871,8.11422,0.71303,1.33477,0.94643,1000000-2000000,-0.39865,5.0,3590
Escape Rosecliff Island,2009-04-15,0.50962,SpinTop Games,"PopCap Games, Inc.",windows;mac,-0.51125,Single-player,Casual,Casual;Hidden Object;Puzzle,-0.70668,-0.53793,-0.45201,-0.60557,-0.60643,50000-100000,-0.39865,9.0,3600
Mystery P.I. - Lost in Los Angeles,2009-07-27,0.50962,SpinTop Games,"PopCap Games, Inc.",windows,-0.51125,Single-player,Casual,Casual;Hidden Object,-0.70668,-0.59091,-0.61048,-0.60557,-0.60643,20000-50000,-0.39865,10.0,3610
Zuma's Revenge!,2009-09-15,0.50962,"PopCap Games, Inc.","PopCap Games, Inc.",windows,-0.51125,Single-player;Steam Achievements;Stats,Action;Casual,Casual;Action;Match 3,-0.48803,-0.3367,-0.53711,-0.60557,-0.60643,100000-200000,-0.39865,8.0,3620
Sniper Elite,2009-07-16,0.50962,Rebellion,Rebellion,windows,-0.51125,Single-player;Steam Trading Cards,Action,Action;Sniper;Stealth,-0.70668,0.10742,0.48706,0.45354,0.93397,500000-1000000,-0.10645,6.0,3700
Judge Dredd: Dredd vs. Death,2009-03-26,0.50962,Rebellion,Rebellion,windows,-0.51125,Single-player;Multi-player;Co-op,Action,Action;FPS;First-Person,-0.70668,-0.26288,-0.38745,-0.57323,-0.57321,50000-100000,-0.10645,9.0,3710
Evil Genius,2009-06-22,0.50962,Elixir Studios,Rebellion,windows,-0.51125,Single-player,Strategy,Base-Building;Strategy;Villain Protagonist,-0.70668,0.50392,-0.34049,0.55459,0.71391,200000-500000,0.19883,7.0,3720
Aliens versus Predator Classic 2000,2010-01-15,0.50962,Rebellion,Rebellion,windows,-0.51125,Single-player;Multi-player,Action,FPS;Action;Classic,-0.70668,0.25805,0.0234,-0.52472,-0.50678,200000-500000,-0.45535,7.0,3730
Advent Rising,2006-09-14,0.50962,GlyphX Games,Majesco Entertainment,windows,-0.51125,Single-player;Steam Trading Cards,Action,Action;Sci-fi;Story Rich,-0.70668,-0.44089,-0.41092,-0.60557,-0.60643,50000-100000,0.24244,9.0,3800
BloodRayne,2006-09-14,0.50962,Terminal Reality,Majesco Entertainment,windows,-0.51125,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,-0.70668,-0.376,-0.29647,-0.15686,-0.14555,50000-100000,0.19883,9.0,3810
BloodRayne 2,2006-09-14,0.50962,Terminal Reality,Majesco Entertainment,windows,-0.51125,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,-0.70668,-0.44148,-0.31702,2.51111,2.59477,50000-100000,0.19883,9.0,3820
Psychonauts,2006-10-11,0.50962,Double Fine Productions,Double Fine Productions,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Platformer;Comedy;Adventure,-0.12883,4.28853,0.7189,1.37924,0.35684,2000000-5000000,0.19883,4.0,3830
Sid Meier's Civilization® IV,2006-10-25,0.50962,Firaxis Games,2K,windows;mac,-0.51125,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,-0.70668,0.23423,-0.24072,-0.40749,-0.3407,1000000-2000000,0.853,5.0,3900
Sid Meier's Civilization® III Complete,2006-10-25,0.50962,Firaxis Games,2K,windows,-0.51125,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,-0.70668,0.93912,0.56923,4.10785,-0.55245,2000000-5000000,-0.67341,4.0,3910
Sid Meier's Pirates!,2005-07-11,0.50962,Firaxis Games,2K,windows,-0.51125,Single-player,RPG,Pirates;Open World;RPG,-0.70668,0.97663,-0.0529,0.59098,1.20385,500000-1000000,-0.01923,6.0,3920
Shattered Union,2006-10-25,0.50962,PopTop,2K,windows,-0.51125,Single-player;Multi-player,Strategy,Strategy;Turn-Based Strategy,-0.70668,-0.57246,-0.47548,-0.60557,-0.60643,20000-50000,-0.67341,10.0,3960
CivCity: Rome,2007-04-06,0.50962,FireFly Studios;Firaxis Games,2K,windows,-0.51125,Single-player,Strategy,Strategy;City Builder;Simulation,-0.70668,-0.48613,-0.42853,-0.60557,-0.60643,50000-100000,-0.01923,9.0,3980
Civilization IV®: Warlords,2007-04-06,0.50962,Firaxis Games,2K,windows;mac,-0.51125,Single-player,Strategy,Strategy;Turn-Based;4X,-0.70668,-0.52364,-0.56059,-0.60557,-0.60643,1000000-2000000,-0.67341,5.0,3990
Garry's Mod,2006-11-29,0.50962,Facepunch Studios,Valve,windows;mac;linux,-0.51125,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,-0.25377,215.94383,47.60493,49.60891,7.17859,10000000-20000000,0.19883,2.0,4000
Poker Superstars II,2006-10-05,0.50962,Funkitron,Funkitron,windows,-0.51125,Single-player,Casual;Strategy;Indie,Card Game,-0.70668,-0.5933,-0.60461,-0.60557,-0.60643,0-20000,-0.01923,11.0,4100
RACE - The WTCC Game,2006-11-24,0.50962,SimBin,SimBin,windows,-0.51125,Single-player;Multi-player,Racing,Racing;Simulation,-0.70668,-0.52483,-0.49309,-0.60557,-0.60643,200000-500000,4.34195,7.0,4230
RACE: Caterham Expansion,2007-06-22,0.50962,SimBin,SimBin,windows,-0.51125,Single-player;Multi-player,Racing,Racing;Simulation,-0.70668,-0.5933,-0.61341,-0.60557,-0.60643,0-20000,-0.45535,11.0,4290
RoboBlitz,2006-11-07,0.50962,Naked Sky Entertainment,Naked Sky Entertainment,windows,-0.51125,Single-player;Partial Controller Support;Includes level editor,Action;Indie,Action;Indie;Puzzle,-0.70668,-0.57008,-0.5782,-0.29026,-0.28257,20000-50000,-0.01923,10.0,4300
Silverfall,2007-03-20,0.50962,Monte Cristo,Focus Home Interactive,windows,-0.51125,Single-player,RPG,RPG;Hack and Slash;Action RPG,-0.70668,-0.56174,-0.51363,-0.60557,-0.60643,20000-50000,0.41689,10.0,4420
City Life 2008,2008-09-29,0.50962,Monte Cristo,Focus Home Interactive,windows,-0.51125,Single-player,Simulation;Strategy,Simulation;Strategy;City Builder,-0.70668,-0.54984,-0.49896,-0.60557,-0.60643,20000-50000,0.19883,10.0,4460
Silverfall: Earth Awakening,2008-07-18,0.50962,Monte Cristo,Focus Home Interactive,windows,-0.51125,Single-player;Multi-player,RPG,RPG;Hack and Slash;Action RPG,-0.70668,-0.57722,-0.56939,-0.60557,-0.60643,20000-50000,0.41689,10.0,4470
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,0.50962,GSC Game World,GSC Game World,windows,-0.51125,Single-player;Multi-player,Action;RPG,Atmospheric;Post-apocalyptic;Open World,-0.70668,5.97634,1.05344,1.38733,0.8883,1000000-2000000,0.853,5.0,4500
Full Spectrum Warrior,2007-07-17,0.50962,Pandemic Studios,THQ Nordic,windows,-0.51125,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,-0.70668,-0.53257,-0.4432,-0.10431,0.40666,100000-200000,0.41689,8.0,4520
Full Spectrum Warrior: Ten Hammers,2007-07-17,0.50962,Pandemic Studios,THQ Nordic,windows,-0.51125,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,-0.70668,-0.55043,-0.50776,-0.60153,-0.60227,100000-200000,-0.23729,8.0,4530
Company of Heroes - Legacy Edition,2007-07-17,0.50962,Relic Entertainment,SEGA,windows,25.41858,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;RTS;World War II,-0.70668,2.24531,0.31979,0.10185,0.16585,2000000-5000000,-1.3254,4.0,4560
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007-08-07,0.50962,Relic Entertainment,SEGA,windows,22.53748,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,-0.70668,1.4791,-0.01475,0.64353,0.80526,1000000-2000000,0.853,5.0,4570
"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007-08-07,0.50962,Relic Entertainment,SEGA,windows,22.53748,Single-player;Multi-player;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,-0.70668,1.10046,-0.22898,1.58944,1.96782,1000000-2000000,0.853,5.0,4580
Total War: MEDIEVAL II – Definitive Edition,2006-11-15,0.50962,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,-0.51125,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Medieval;Historical,-0.70668,5.51852,1.15615,1.29031,0.89245,2000000-5000000,-1.3254,4.0,4700
Condemned: Criminal Origins,2012-10-29,0.50962,Monolith,SEGA,windows,25.41858,Single-player,Action,Horror;Action;Atmospheric,-0.70668,0.14434,0.02927,0.65565,0.689,200000-500000,0.853,7.0,4720
Rome: Total War™ - Collection,2007-08-28,0.50962,CREATIVE ASSEMBLY,SEGA,windows,-0.51125,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Historical;Rome,-0.70668,4.05159,1.02996,3.02045,4.34277,1000000-2000000,0.63495,5.0,4760
Rome: Total War™ - Alexander,2007-08-28,0.50962,The Creative Assembly,SEGA,windows,-0.51125,Single-player;Multi-player,Strategy,Strategy;RTS;Historical,-0.70668,-0.39862,-0.23485,-0.47217,-0.46941,500000-1000000,0.63495,6.0,4770
Medieval II: Total War™ Kingdoms,2007-08-28,0.50962,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,-0.51125,Single-player;Multi-player,Strategy,Strategy;Medieval;Historical,-0.70668,-0.2474,-0.53124,-0.60557,-0.60643,200000-500000,-1.3254,7.0,4780
Heroes of Annihilated Empires,2006-11-22,0.50962,GSC Game World,GSC Game World,windows,-0.51125,Single-player;Multi-player,Strategy,Strategy;RTS;RPG,-0.70668,-0.44148,-0.48429,-0.60557,-0.60643,50000-100000,0.853,9.0,4800
Cossacks: Back to War,2010-09-02,0.50962,GSC Game World,GSC World Publishing,windows,-0.51125,Single-player;Multi-player,Strategy,Strategy;RTS;Classic,-0.70668,0.04789,-0.19963,3.97849,4.4092,100000-200000,-0.45535,8.0,4850
Cossacks: Art of War,2011-08-26,0.50962,GSC Game World,GSC World Publishing,windows,-0.51125,Single-player,Strategy,Strategy;RTS;Historical,-0.70668,-0.53495,-0.55472,-0.60557,-0.60643,100000-200000,-0.45535,8.0,4870
Cossacks: European Wars,2011-08-26,0.50962,GSC Game World,GSC World Publishing,windows,-0.51125,Single-player,Strategy,Strategy;RTS;Historical,-0.70668,-0.49447,-0.4256,-0.60153,-0.60227,100000-200000,-0.45535,8.0,4880
Cossacks II: Battle for Europe,2011-08-26,0.50962,GSC Game World,GSC World Publishing,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy,Strategy;RTS;Historical,-0.70668,-0.44922,-0.21431,-0.31856,-0.31163,100000-200000,-0.45535,8.0,4890
Zen of Sudoku,2006-12-14,0.50962,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows,-0.51125,Single-player,Casual;Indie,Casual;Indie;Puzzle,-0.70668,-0.52305,-0.56939,-0.60557,-0.60643,0-20000,-1.3254,11.0,4900
Natural Selection 2,2012-10-30,0.50962,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;linux,-0.51125,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;Indie;Strategy,Multiplayer;Strategy;FPS,0.3397,4.38855,3.77674,1.929,0.44403,1000000-2000000,0.19883,5.0,4920
STAR WARS™ Republic Commando™,2009-07-08,0.50962,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,-0.51125,Single-player;Multi-player;Local Multi-Player;Steam Cloud,Action,Star Wars;Action;FPS,-0.70668,3.20977,0.49293,0.88607,0.49386,1000000-2000000,0.24244,5.0,6000
Indiana Jones® and the Fate of Atlantis™,2009-07-08,0.50962,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,-0.51125,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Classic,-0.70668,-0.24026,-0.52831,1.08819,2.73179,100000-200000,-0.2809,8.0,6010
STAR WARS™ Jedi Knight - Jedi Academy™,2009-09-16,0.50962,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,windows;mac,-0.51125,Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action,Star Wars;Action;Sci-fi,-0.70668,2.78826,0.34914,4.46358,0.11602,1000000-2000000,0.24244,5.0,6020
STAR WARS™ Jedi Knight II - Jedi Outcast™,2009-09-16,0.50962,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,windows;mac,-0.51125,Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action,Star Wars;Action;Classic,-0.70668,0.60692,0.0234,-0.09219,0.14094,1000000-2000000,0.24244,5.0,6030
The Dig®,2009-07-08,0.50962,LucasArts,LucasArts,windows;mac,-0.51125,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Sci-fi,-0.70668,-0.25335,-0.45788,2.63238,2.71933,100000-200000,-0.2809,8.0,6040
"Star Wars: Battlefront 2 (Classic, 2005)",2009-07-08,0.50962,Pandemic Studios,Lucasfilm;LucasArts;Disney Interactive,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Action,Star Wars;Action;Multiplayer,-0.70668,16.75804,6.49712,1.89262,0.72222,2000000-5000000,0.24244,4.0,6060
Thrillville®: Off the Rails™,2009-07-08,0.50962,Frontier,LucasArts,windows,-0.51125,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud,Action;Adventure;Racing;Simulation;Strategy,Simulation;Strategy;Action,-0.70668,-0.43374,-0.50776,-0.53685,-0.53584,20000-50000,0.24244,10.0,6080
Armed and Dangerous®,2009-07-08,0.50962,Planet Moon Studios,LucasArts;Lucasfilm;Disney Interactive,windows,-0.51125,Single-player;Steam Cloud,Action,Action;Comedy;Third-Person Shooter,-0.70668,-0.52721,-0.56646,-0.20133,-0.19123,20000-50000,-0.2809,10.0,6090
Shank,2010-10-25,0.50962,Klei Entertainment,Klei Entertainment,windows;mac;linux,-0.51125,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Beat 'em up,-0.51927,0.44558,0.04687,0.42524,0.90075,200000-500000,0.24244,7.0,6120
Ghost Master®,2006-12-21,0.50962,Sick Puppies,Strategy First,windows,-0.51125,Single-player,Strategy,Strategy;Comedy;Puzzle,-0.70668,0.01455,-0.13801,-0.52068,-0.51923,100000-200000,-0.45535,8.0,6200
Vegas: Make It Big™,2006-12-21,0.50962,Deepred,Strategy First,windows,-0.51125,Single-player,Strategy,Strategy;Simulation;Management,-0.70668,-0.5415,-0.52244,-0.60557,-0.60643,20000-50000,-0.45535,10.0,6210
FlatOut,2007-02-02,0.50962,Bugbear Entertainment,Strategy First,windows,-0.51125,Single-player;Multi-player,Racing,Racing;Destruction;Driving,-0.70668,0.58132,-0.07344,-0.29026,-0.20783,200000-500000,-0.23729,7.0,6220
Making History: The Calm & the Storm,2007-03-13,0.50962,Muzzy Lane,Strategy First,windows,-0.51125,Single-player;Multi-player,Action;Strategy,Strategy;Action;Grand Strategy,-0.70668,-0.32182,-0.30528,-0.60557,-0.60643,50000-100000,-0.45535,9.0,6250
Ducati World Championship,2007-09-21,0.50962,Artematica Entertainment,Strategy First,windows,-0.51125,Single-player;Multi-player,Racing,Racing;Simulation,-0.70668,-0.54984,-0.32582,-0.60557,-0.60643,20000-50000,-0.45535,10.0,6270
Dreamfall: The Longest Journey,2007-01-12,0.50962,Funcom,Funcom,windows,-0.51125,Single-player,Adventure;RPG,Adventure;Female Protagonist;Story Rich,-0.70668,-0.24561,-0.3581,-0.52472,-0.52339,100000-200000,1.72524,8.0,6300
The Longest Journey,2007-05-01,0.50962,Funcom,Funcom,windows,-0.51125,Single-player,Action;Adventure;RPG,Adventure;Point & Click;Female Protagonist,-0.70668,0.09016,-0.31995,-0.54898,-0.52754,200000-500000,-0.01923,7.0,6310
Bloodline Champions,2011-10-28,0.50962,Stunlock Studios,Stunlock Studios,windows,-0.51125,Single-player;Multi-player;MMO,Action;Free to Play;Massively Multiplayer,Free to Play;Action;MOBA,-0.70668,0.21697,0.04394,-0.3226,-0.18292,500000-1000000,-1.3254,6.0,6370
Joint Task Force,2007-03-27,0.50962,Most Wanted Entertainment,HD Publishing,windows,-0.51125,Single-player;Multi-player;Co-op;Shared/Split Screen,Action;Strategy,Strategy;Action;RTS,-0.70668,-0.53614,-0.57526,-0.60557,-0.60643,20000-50000,-0.06284,10.0,6400
Nexus - The Jupiter Incident,2007-07-03,0.50962,Mithis Games;THQ Nordic,HandyGames,windows,-0.51125,Single-player;Multi-player;Includes level editor,Indie;Simulation;Strategy,Strategy;Space;Sci-fi,-0.70668,-0.31348,-0.35517,-0.60557,-0.60643,50000-100000,0.19883,9.0,6420
Lost Planet™: Extreme Condition,2007-06-29,0.50962,"CAPCOM Co., Ltd.",Capcom,windows,-0.51125,Single-player;Multi-player;Partial Controller Support;Valve Anti-Cheat enabled,Action;Adventure,Action;Adventure;Third-Person Shooter,-0.70668,-0.25693,-0.09692,-0.30643,-0.29918,200000-500000,0.853,7.0,6510
Devil May Cry® 3 Special Edition,2007-06-12,0.50962,"CAPCOM Co., Ltd.",Capcom,windows,-0.51125,Single-player;Partial Controller Support,Action,Action;Hack and Slash;Great Soundtrack,-0.70668,0.27472,2.46792,-0.24175,-0.23275,200000-500000,2.16136,7.0,6550
Commandos: Behind Enemy Lines,2007-03-15,0.50962,Pyro Studios,Kalypso Media Digital,windows,-0.51125,Single-player;Multi-player;Co-op,Action,Strategy;Stealth;Action,-0.70668,0.33366,0.00579,-0.3509,-0.31579,500000-1000000,-0.45535,6.0,6800
Commandos: Beyond the Call of Duty,2007-03-15,0.50962,Pyro Studios,Kalypso Media Digital,windows,-0.51125,Single-player;Multi-player;Co-op,Action,Action;Strategy;Tactical,-0.70668,-0.35516,-0.41092,-0.55706,-0.5483,500000-1000000,-0.45535,6.0,6810
Commandos 2: Men of Courage,2007-03-15,0.50962,Pyro Studios,Kalypso Media Digital,windows,-0.51125,Single-player;Multi-player;Co-op,Action,Strategy;Tactical;Stealth,-0.70668,0.19792,0.07915,0.20695,0.64748,500000-1000000,-0.45535,6.0,6830
Commandos 3: Destination Berlin,2007-03-15,0.50962,Pyro Studios,Kalypso Media Digital,windows,-0.51125,Single-player;Multi-player;Co-op,Action,Strategy;Action;Tactical,-0.70668,-0.34504,0.15839,-0.54898,-0.52339,500000-1000000,-0.45535,6.0,6840
Hitman 2: Silent Assassin,2007-03-15,0.50962,Io-Interactive A/S,Io-Interactive A/S,windows,22.53748,Single-player,Action,Stealth;Action;Third Person,-0.70668,0.30567,0.14372,-0.3509,-0.36561,1000000-2000000,0.4823,5.0,6850
Hitman: Blood Money,2007-03-15,0.50962,Io-Interactive A/S,Io-Interactive A/S,windows,25.41858,Single-player,Action,Stealth;Action;Third Person,-0.70668,2.89543,0.52815,1.15287,0.90906,1000000-2000000,0.70036,5.0,6860
Battlestations: Midway,2007-03-15,0.50962,Eidos Interactive,Square Enix,windows,-0.51125,Single-player,Action,Action;World War II;Naval,-0.70668,-0.40755,-0.28767,-0.60557,-0.60643,200000-500000,-0.23729,7.0,6870
Just Cause,2007-03-15,0.50962,Avalanche Studios,Square Enix,windows,22.53748,Single-player,Action,Action;Open World;Shooter,-0.70668,0.43546,1.86339,-0.52472,-0.50263,1000000-2000000,-0.23729,5.0,6880
Hitman: Codename 47,2007-03-15,0.50962,IO Interactive A/S,IO Interactive A/S,windows,25.41858,Single-player,Action,Stealth;Action;Classic,-0.70668,0.1104,0.70129,-0.35494,-0.42789,1000000-2000000,0.24244,5.0,6900
Deus Ex: Game of the Year Edition,2007-03-29,0.50962,Ion Storm,Square Enix,windows,22.53748,Single-player;Multi-player,Action,Cyberpunk;RPG;Stealth,-0.70668,3.12047,0.39903,0.70416,0.41082,1000000-2000000,-0.23729,5.0,6910
Deus Ex: Invisible War,2007-03-29,0.50962,Ion Storm,Square Enix,windows,22.53748,Single-player,Action,Cyberpunk;Action;FPS,-0.70668,-0.2093,0.6514,-0.50855,-0.47771,500000-1000000,-0.23729,6.0,6920
Thief: Deadly Shadows,2007-03-29,0.50962,Ion Storm,Square Enix,windows,-0.51125,Single-player,Action,Stealth;Atmospheric;Action,-0.70668,0.08004,-0.00301,0.4212,0.92151,500000-1000000,0.19883,6.0,6980
Tomb Raider: Legend,2007-03-29,0.50962,Crystal Dynamics,Square Enix,windows,22.53748,Single-player;Partial Controller Support,Action;Adventure,Adventure;Action;Female Protagonist,-0.70668,0.39021,0.09383,2.28069,2.40378,500000-1000000,-0.23729,6.0,7000
Project: Snowblind,2007-03-29,0.50962,Crystal Dynamics,Square Enix,windows,-0.51125,Single-player;Multi-player,Action,Action;FPS;Cyberpunk,-0.70668,-0.49149,-0.44027,-0.60557,-0.60643,50000-100000,-0.45535,9.0,7010
